index,status,success,timestamp,numTrials,labname,uid
847,ready,1,2020-05-01 22:59:24.208183,4,laba05,user_20
849,ready,0,2020-05-02 07:34:08.987744,1,lab05s,user_14
851,ready,0,2020-05-02 07:34:37.763907,2,lab05s,user_14
853,ready,0,2020-05-02 08:06:10.075994,1,lab05s,user_3
855,ready,0,2020-05-02 09:31:38.448199,3,laba05,user_30
857,ready,0,2020-05-02 10:23:18.213323,1,lab05s,user_17
859,ready,0,2020-05-02 11:00:15.357469,19,laba05,user_31
861,ready,0,2020-05-02 11:15:03.948487,4,laba05,user_30
863,ready,0,2020-05-02 11:15:34.551244,5,laba05,user_30
865,ready,0,2020-05-02 11:17:31.960985,6,laba05,user_30
867,ready,0,2020-05-02 11:19:31.991589,7,laba05,user_30
869,ready,0,2020-05-02 11:21:04.208139,20,laba05,user_31
871,ready,0,2020-05-02 11:21:24.671487,8,laba05,user_30
873,ready,0,2020-05-02 11:21:35.536576,9,laba05,user_30
875,ready,0,2020-05-02 11:21:44.497354,21,laba05,user_31
877,ready,0,2020-05-02 11:22:16.790430,22,laba05,user_31
879,ready,0,2020-05-02 11:24:38.784135,10,laba05,user_30
881,ready,0,2020-05-02 11:27:44.544795,23,laba05,user_31
883,ready,0,2020-05-02 11:27:53.531501,24,laba05,user_31
885,ready,0,2020-05-02 11:28:45.670591,25,laba05,user_31
887,ready,0,2020-05-02 11:29:19.401844,26,laba05,user_31
889,ready,0,2020-05-02 11:29:37.517488,27,laba05,user_31
891,ready,0,2020-05-02 11:29:51.490686,28,laba05,user_31
893,ready,0,2020-05-02 11:30:07.470026,29,laba05,user_31
895,ready,0,2020-05-02 11:30:22.243902,30,laba05,user_31
897,ready,0,2020-05-02 11:31:00.363892,31,laba05,user_31
899,ready,0,2020-05-02 11:31:16.990561,32,laba05,user_31
901,ready,0,2020-05-02 11:31:34.775266,33,laba05,user_31
903,ready,0,2020-05-02 11:31:47.906239,34,laba05,user_31
905,ready,0,2020-05-02 11:32:21.297609,35,laba05,user_31
907,ready,0,2020-05-02 11:33:01.422405,36,laba05,user_31
909,ready,0,2020-05-02 11:33:06.096214,37,laba05,user_31
911,ready,0,2020-05-02 11:33:21.243092,38,laba05,user_31
913,ready,0,2020-05-02 11:33:38.577610,39,laba05,user_31
915,ready,0,2020-05-02 11:35:11.159706,40,laba05,user_31
917,ready,0,2020-05-02 11:35:45.013452,41,laba05,user_31
919,ready,1,2020-05-02 11:36:00.306139,42,laba05,user_31
921,ready,1,2020-05-02 11:38:22.694894,43,laba05,user_31
923,ready,1,2020-05-02 11:38:45.428875,44,laba05,user_31
925,ready,1,2020-05-02 11:39:12.312002,45,laba05,user_31
927,ready,1,2020-05-02 11:39:41.675489,46,laba05,user_31
929,ready,1,2020-05-02 11:39:53.254811,47,laba05,user_31
931,ready,1,2020-05-02 11:40:23.013041,48,laba05,user_31
933,ready,1,2020-05-02 11:40:36.710668,49,laba05,user_31
935,ready,1,2020-05-02 11:40:58.657485,50,laba05,user_31
937,ready,1,2020-05-02 11:41:13.594120,51,laba05,user_31
939,ready,1,2020-05-02 11:53:47.161856,52,laba05,user_31
941,ready,1,2020-05-02 11:53:52.851911,53,laba05,user_31
943,ready,0,2020-05-02 12:02:24.148454,54,laba05,user_31
945,ready,0,2020-05-02 12:02:47.080008,55,laba05,user_31
947,ready,0,2020-05-02 12:02:49.842298,56,laba05,user_31
949,ready,1,2020-05-02 12:02:56.743596,11,laba05,user_30
951,ready,0,2020-05-02 12:03:13.028898,57,laba05,user_31
953,ready,1,2020-05-02 12:03:25.294393,12,laba05,user_30
955,ready,0,2020-05-02 12:04:37.598361,58,laba05,user_31
957,ready,1,2020-05-02 12:06:37.356484,59,laba05,user_31
959,ready,1,2020-05-02 12:07:24.945909,60,laba05,user_31
961,ready,0,2020-05-02 12:08:48.303560,1,lab05s,user_26
963,ready,0,2020-05-02 13:21:24.045876,1,laba05,user_17
965,ready,0,2020-05-02 13:21:27.308196,2,laba05,user_17
967,ready,0,2020-05-02 13:28:07.705193,1,laba05,user_8
969,ready,0,2020-05-02 13:33:42.129019,2,laba05,user_8
971,ready,0,2020-05-02 13:41:40.065238,3,laba05,user_8
973,ready,0,2020-05-02 13:42:54.739732,3,laba05,user_17
975,ready,0,2020-05-02 13:43:01.855787,4,laba05,user_17
977,ready,0,2020-05-02 13:44:05.300667,5,laba05,user_17
979,ready,0,2020-05-02 13:44:09.437118,6,laba05,user_17
981,ready,0,2020-05-02 13:44:13.394964,7,laba05,user_17
983,ready,0,2020-05-02 13:47:18.770842,4,laba05,user_8
985,ready,1,2020-05-02 13:48:02.558762,8,laba05,user_17
987,ready,0,2020-05-02 13:48:36.112632,5,laba05,user_8
989,ready,0,2020-05-02 13:53:00.391653,6,laba05,user_8
991,ready,0,2020-05-02 14:05:40.013959,1,laba05,user_21
993,ready,0,2020-05-02 14:13:48.471621,2,laba05,user_21
995,ready,0,2020-05-02 14:13:54.435610,3,laba05,user_21
997,ready,0,2020-05-02 14:14:12.568465,4,laba05,user_21
999,ready,0,2020-05-02 14:20:05.105689,5,laba05,user_21
1001,ready,0,2020-05-02 14:22:16.010812,6,laba05,user_21
1003,ready,0,2020-05-02 14:32:54.652575,1,laba05,user_24
1005,ready,0,2020-05-02 14:33:02.936754,7,laba05,user_8
1007,ready,1,2020-05-02 14:38:07.977188,9,code_rvw,user_29
1009,ready,0,2020-05-02 14:44:16.134131,8,laba05,user_8
1011,ready,0,2020-05-02 14:48:03.879903,7,laba05,user_21
1013,ready,0,2020-05-02 14:48:18.745613,2,laba05,user_24
1015,ready,0,2020-05-02 14:52:22.294883,8,laba05,user_21
1017,ready,0,2020-05-02 14:53:21.160250,9,laba05,user_21
1019,ready,0,2020-05-02 14:53:43.742408,9,laba05,user_8
1021,ready,0,2020-05-02 15:01:22.289016,10,laba05,user_8
1023,ready,0,2020-05-02 15:01:42.452032,11,laba05,user_8
1025,ready,0,2020-05-02 15:02:08.873228,12,laba05,user_8
1027,ready,0,2020-05-02 15:05:39.470529,13,laba05,user_8
1029,ready,0,2020-05-02 15:08:31.337637,14,laba05,user_8
1031,ready,0,2020-05-02 15:10:53.978354,15,laba05,user_8
1033,ready,1,2020-05-02 15:16:13.586405,1,laba05,user_19
1035,ready,1,2020-05-02 15:28:12.028037,1,laba05,user_15
1037,ready,0,2020-05-02 15:34:16.686342,16,laba05,user_8
1039,ready,0,2020-05-02 15:58:18.711651,3,laba05,user_24
1041,ready,0,2020-05-02 16:05:13.151520,17,laba05,user_8
1043,ready,0,2020-05-02 16:05:32.211420,4,laba05,user_24
1045,ready,1,2020-05-02 16:08:43.304048,10,laba05,user_21
1047,ready,1,2020-05-02 16:23:13.384006,2,laba05,user_19
1049,ready,1,2020-05-02 16:27:18.614927,3,laba05,user_19
1051,ready,0,2020-05-02 16:33:36.619404,18,laba05,user_8
1053,ready,0,2020-05-02 16:34:08.294006,5,laba05,user_24
1055,ready,1,2020-05-02 16:35:57.798182,19,laba05,user_8
1057,ready,1,2020-05-02 16:36:22.163367,20,laba05,user_8
1059,ready,0,2020-05-02 16:37:38.954379,6,laba05,user_24
1061,ready,0,2020-05-02 16:39:16.740463,7,laba05,user_24
1063,ready,1,2020-05-02 16:59:31.126802,8,laba05,user_24
1065,ready,1,2020-05-02 17:05:22.121309,1,code_rvw,user_24
1067,ready,0,2020-05-02 17:20:49.594430,1,lab05s,user_15
1069,ready,1,2020-05-02 19:15:18.540185,1,laba05,user_1
1071,ready,0,2020-05-02 19:31:35.398386,1,laba05,user_13
1073,ready,0,2020-05-02 19:33:14.599051,2,laba05,user_13
1075,ready,0,2020-05-02 19:39:52.513910,3,laba05,user_13
1077,ready,0,2020-05-02 19:40:23.337141,4,laba05,user_13
1079,ready,0,2020-05-02 19:44:11.544811,5,laba05,user_13
1081,ready,0,2020-05-02 20:03:44.111768,6,laba05,user_13
1083,ready,0,2020-05-02 20:06:43.418075,7,laba05,user_13
1085,ready,0,2020-05-02 20:07:34.452441,8,laba05,user_13
1087,ready,1,2020-05-02 20:55:12.132613,9,laba05,user_13
1089,ready,0,2020-05-02 23:02:25.504978,1,laba05,user_2
1091,ready,0,2020-05-02 23:07:27.852183,2,laba05,user_2
1093,ready,0,2020-05-02 23:10:35.833404,3,laba05,user_2
1095,ready,0,2020-05-02 23:13:47.208952,4,laba05,user_2
1097,ready,0,2020-05-02 23:18:42.038033,5,laba05,user_2
1099,ready,0,2020-05-02 23:22:16.883548,6,laba05,user_2
1101,ready,1,2020-05-02 23:22:22.599308,1,laba05,user_6
1103,ready,0,2020-05-02 23:41:11.127450,7,laba05,user_2
1105,ready,1,2020-05-02 23:42:30.370438,8,laba05,user_2
1107,ready,0,2020-05-03 08:39:25.174316,1,laba05,user_12
1109,ready,0,2020-05-03 08:42:46.754751,2,laba05,user_12
1111,ready,0,2020-05-03 08:47:33.210783,3,laba05,user_12
1113,ready,0,2020-05-03 08:49:52.151516,4,laba05,user_12
1115,ready,0,2020-05-03 08:52:30.160185,5,laba05,user_12
1118,ready,1,2020-05-03 08:55:57.814519,17,code_rvw,user_14
1119,ready,1,2020-05-03 08:55:59.870289,18,code_rvw,user_14
1121,ready,0,2020-05-03 09:13:38.419734,6,laba05,user_12
1123,ready,0,2020-05-03 09:21:31.626882,7,laba05,user_12
1125,ready,0,2020-05-03 09:39:02.998318,8,laba05,user_12
1127,ready,1,2020-05-03 09:40:17.997045,1,project1,user_22
1129,ready,0,2020-05-03 09:43:52.418688,9,laba05,user_12
1131,ready,0,2020-05-03 09:54:46.395353,10,laba05,user_12
1133,ready,0,2020-05-03 10:04:36.471005,11,laba05,user_12
1135,ready,0,2020-05-03 10:10:12.114753,12,laba05,user_12
1137,ready,0,2020-05-03 10:20:54.711853,13,laba05,user_12
1139,ready,0,2020-05-03 10:24:05.391951,14,laba05,user_12
1141,ready,0,2020-05-03 10:57:06.350907,15,laba05,user_12
1143,ready,0,2020-05-03 11:00:51.317397,16,laba05,user_12
1145,ready,0,2020-05-03 11:12:43.846509,17,laba05,user_12
1147,ready,0,2020-05-03 11:22:44.332024,18,laba05,user_12
1149,ready,0,2020-05-03 11:23:37.318696,1,lab05s,user_4
1151,ready,0,2020-05-03 11:24:10.600666,19,laba05,user_12
1153,ready,0,2020-05-03 11:32:32.059416,20,laba05,user_12
1155,ready,0,2020-05-03 11:41:46.919428,21,laba05,user_12
1157,ready,0,2020-05-03 12:17:12.113972,1,lab05s,user_24
1159,ready,0,2020-05-03 12:21:27.782685,2,lab05s,user_4
1161,ready,0,2020-05-03 12:23:41.261027,22,laba05,user_12
1163,ready,0,2020-05-03 12:27:10.100749,1,lab05s,user_30
1165,ready,0,2020-05-03 12:35:39.461669,23,laba05,user_12
1167,ready,0,2020-05-03 12:37:36.197088,24,laba05,user_12
1169,ready,0,2020-05-03 12:41:38.269917,2,lab05s,user_30
1171,ready,0,2020-05-03 12:52:48.014415,25,laba05,user_12
1173,ready,1,2020-05-03 13:01:34.848756,1,laba05,user_18
1175,ready,0,2020-05-03 13:02:08.765278,26,laba05,user_12
1177,ready,0,2020-05-03 13:12:44.923788,27,laba05,user_12
1179,ready,0,2020-05-03 13:21:45.973512,28,laba05,user_12
1181,ready,0,2020-05-03 13:32:25.579905,28,project1,user_4
1183,ready,1,2020-05-03 13:36:56.596956,29,project1,user_4
1185,ready,0,2020-05-03 13:52:24.270275,29,laba05,user_12
1187,ready,0,2020-05-03 13:54:52.035196,30,project1,user_4
1189,ready,0,2020-05-03 13:57:35.941160,31,project1,user_4
1191,ready,1,2020-05-03 13:59:58.032459,32,project1,user_4
1193,ready,0,2020-05-03 14:05:26.030812,30,laba05,user_12
1195,ready,1,2020-05-03 14:13:26.200154,31,laba05,user_12
1197,ready,0,2020-05-03 14:19:58.622276,3,project1,user_30
1199,ready,1,2020-05-03 14:21:36.643579,32,laba05,user_12
1201,ready,1,2020-05-03 14:23:30.827629,33,laba05,user_12
1203,ready,0,2020-05-03 14:25:36.354880,33,project1,user_4
1205,ready,1,2020-05-03 14:31:15.526566,34,project1,user_4
1207,ready,1,2020-05-03 14:32:41.411456,35,project1,user_4
1209,ready,0,2020-05-03 14:37:08.736970,4,project1,user_30
1211,ready,0,2020-05-03 14:49:57.614638,1,laba05,user_27
1213,ready,1,2020-05-03 15:01:01.811682,2,laba05,user_27
1215,ready,0,2020-05-03 15:03:08.767795,3,laba05,user_27
1217,ready,1,2020-05-03 15:08:48.557817,4,laba05,user_27
1219,ready,1,2020-05-03 15:09:37.332951,5,laba05,user_27
1221,ready,1,2020-05-03 15:47:20.828524,46,laba04,user_19
1223,ready,0,2020-05-03 15:58:01.300283,1,lab05s,user_20
1225,ready,1,2020-05-03 18:24:14.151165,2,code_rvw,user_31
1227,ready,1,2020-05-03 18:24:34.941060,3,code_rvw,user_31
1229,ready,1,2020-05-03 18:27:48.117849,4,code_rvw,user_31
1231,ready,0,2020-05-03 18:33:28.469930,2,lab05s,user_3
1233,ready,1,2020-05-03 18:44:45.384361,3,code_rvw,user_30
1235,ready,0,2020-05-03 18:49:07.819773,2,lab05s,user_25
1237,ready,1,2020-05-03 18:51:22.302345,10,code_rvw,user_28
1239,ready,0,2020-05-03 18:52:47.059914,2,lab05s,user_15
1241,ready,1,2020-05-03 18:54:11.114953,6,code_rvw,user_21
1243,ready,1,2020-05-03 19:00:19.129601,6,code_rvw,user_15
1245,ready,1,2020-05-03 19:01:28.103349,7,code_rvw,user_15
1247,ready,1,2020-05-03 19:04:18.934670,8,code_rvw,user_15
1251,ready,1,2020-05-03 19:13:36.289921,2,lab05s,user_4
1253,ready,0,2020-05-03 19:25:50.255387,1,lab05s,user_2
1255,ready,0,2020-05-03 19:26:45.643100,2,lab05s,user_2
1257,ready,1,2020-05-03 19:42:59.216829,17,code_rvw,user_8
1259,ready,1,2020-05-03 19:45:06.248580,2,lab05s,user_8
1261,ready,1,2020-05-03 20:03:10.522711,2,lab05s,user_19
1263,ready,1,2020-05-03 20:06:11.254556,2,code_rvw,user_19
1265,ready,1,2020-05-03 20:13:02.874224,9,code_rvw,user_4
1267,ready,1,2020-05-03 20:13:59.132436,3,code_rvw,user_19
1269,ready,1,2020-05-03 20:21:19.880544,13,code_rvw,user_25
1271,ready,0,2020-05-03 20:27:06.316718,1,lab05s,user_1
1273,ready,0,2020-05-03 20:27:26.508284,2,lab05s,user_1
1275,ready,0,2020-05-03 20:28:47.978177,3,lab05s,user_1
1277,ready,0,2020-05-03 20:31:14.765052,4,lab05s,user_1
1279,ready,0,2020-05-03 20:31:25.907881,5,lab05s,user_1
1281,ready,0,2020-05-03 20:33:26.557446,6,lab05s,user_1
1283,ready,0,2020-05-03 20:33:37.787403,7,lab05s,user_1
1285,ready,0,2020-05-03 20:37:15.081142,8,lab05s,user_1
1287,ready,1,2020-05-03 20:38:40.280097,2,lab05s,user_20
1289,ready,1,2020-05-03 20:38:59.530694,3,code_rvw,user_20
1291,ready,0,2020-05-03 20:39:11.612888,9,lab05s,user_1
1293,ready,1,2020-05-03 20:40:19.917977,3,lab05s,user_20
1295,ready,1,2020-05-03 20:45:20.379244,9,code_rvw,user_1
1297,ready,1,2020-05-03 20:45:59.429395,2,lab05s,user_1
1299,ready,0,2020-05-03 21:06:55.970293,1,laba05,user_11
1301,ready,0,2020-05-03 21:08:27.522175,2,laba05,user_11
1303,ready,0,2020-05-03 21:18:20.033487,3,laba05,user_11
1305,ready,0,2020-05-03 21:18:25.613286,4,laba05,user_11
1307,ready,0,2020-05-03 23:45:33.673409,1,project1,user_11
1309,ready,0,2020-05-04 08:12:17.805617,5,project1,user_30
1311,ready,1,2020-05-04 08:31:38.500068,19,code_rvw,user_14
1313,ready,1,2020-05-04 09:15:57.032274,2,lab05s,user_31
1315,ready,1,2020-05-04 10:03:42.282223,11,code_rvw,user_17
1317,ready,1,2020-05-04 10:03:56.910465,12,code_rvw,user_17
1319,ready,1,2020-05-04 10:08:08.903251,13,code_rvw,user_17
1321,ready,0,2020-05-04 12:33:56.686728,36,project1,user_4
1323,ready,0,2020-05-04 12:35:33.082093,37,project1,user_4
1325,ready,0,2020-05-04 12:41:56.825192,38,project1,user_4
1327,ready,1,2020-05-04 12:45:33.882590,39,project1,user_4
1329,ready,1,2020-05-04 12:49:36.544064,40,project1,user_4
1331,ready,1,2020-05-04 13:38:27.884119,41,project1,user_4
1333,ready,1,2020-05-04 14:06:57.553534,42,project1,user_4
1335,ready,1,2020-05-04 14:08:21.691498,43,project1,user_4
1337,ready,1,2020-05-04 14:18:54.224688,44,project1,user_4
1339,ready,1,2020-05-04 14:28:53.469073,45,project1,user_4
1341,ready,1,2020-05-04 14:57:12.725343,46,project1,user_4
1343,ready,1,2020-05-04 14:58:38.346497,47,project1,user_4
1345,ready,1,2020-05-04 15:16:28.714984,48,project1,user_4
1347,ready,1,2020-05-05 08:12:04.595422,2,lab05s,user_26
1349,ready,0,2020-05-05 09:11:34.305155,1,project1,user_2
1351,ready,0,2020-05-05 09:18:50.305160,2,project1,user_2
1353,ready,0,2020-05-05 09:20:10.634344,3,project1,user_2
1355,ready,0,2020-05-05 09:38:05.208410,4,project1,user_2
1357,ready,0,2020-05-05 09:42:55.751044,5,project1,user_2
1359,ready,0,2020-05-05 09:46:42.375621,6,project1,user_2
1361,ready,0,2020-05-05 09:56:59.045105,7,project1,user_2
1363,ready,0,2020-05-05 10:00:50.697869,8,project1,user_2
1365,ready,0,2020-05-05 10:05:56.562869,9,project1,user_2
1367,ready,0,2020-05-05 10:06:22.028127,10,project1,user_2
1369,ready,1,2020-05-05 10:11:44.894588,1,laba06,user_24
1371,ready,0,2020-05-05 10:12:16.915929,11,project1,user_2
1373,ready,0,2020-05-05 10:15:11.661058,12,project1,user_2
1375,ready,0,2020-05-05 10:18:34.817476,13,project1,user_2
1377,ready,0,2020-05-05 10:20:15.335830,14,project1,user_2
1379,ready,0,2020-05-05 10:21:14.830652,15,project1,user_2
1381,ready,0,2020-05-05 10:22:53.032737,16,project1,user_2
1383,ready,0,2020-05-05 10:26:26.489860,17,project1,user_2
1385,ready,0,2020-05-05 10:29:53.684575,18,project1,user_2
1387,ready,0,2020-05-05 10:30:30.042049,19,project1,user_2
1389,ready,0,2020-05-05 10:31:27.121438,20,project1,user_2
1391,ready,0,2020-05-05 10:33:41.731426,21,project1,user_2
1393,ready,0,2020-05-05 10:36:27.974148,22,project1,user_2
1395,ready,0,2020-05-05 10:37:04.995798,23,project1,user_2
1397,ready,0,2020-05-05 10:38:48.292932,24,project1,user_2
1399,ready,0,2020-05-05 10:41:41.690041,25,project1,user_2
1401,ready,0,2020-05-05 10:47:19.329744,26,project1,user_2
1403,ready,0,2020-05-05 10:48:16.013684,27,project1,user_2
1405,ready,1,2020-05-05 10:48:53.306216,28,project1,user_2
1407,ready,0,2020-05-05 11:36:01.057379,29,project1,user_2
1409,ready,0,2020-05-05 11:36:54.747086,30,project1,user_2
1411,ready,0,2020-05-05 11:38:45.641799,31,project1,user_2
1413,ready,0,2020-05-05 11:40:03.086289,32,project1,user_2
1415,ready,0,2020-05-05 11:40:42.400258,33,project1,user_2
1417,ready,0,2020-05-05 11:41:54.334393,34,project1,user_2
1419,ready,0,2020-05-05 11:43:52.982845,35,project1,user_2
1421,ready,0,2020-05-05 11:50:32.407613,36,project1,user_2
1423,ready,0,2020-05-05 11:53:23.547357,37,project1,user_2
1425,ready,0,2020-05-05 11:55:22.440469,38,project1,user_2
1427,ready,0,2020-05-05 11:58:20.178673,39,project1,user_2
1429,ready,0,2020-05-05 11:59:31.199897,40,project1,user_2
1431,ready,1,2020-05-05 12:00:31.191683,41,project1,user_2
1433,ready,1,2020-05-05 12:01:27.051094,42,project1,user_2
1435,ready,0,2020-05-05 12:02:15.921601,43,project1,user_2
1437,ready,0,2020-05-05 12:02:49.489809,44,project1,user_2
1439,ready,1,2020-05-05 12:04:26.260572,45,project1,user_2
1441,ready,1,2020-05-05 12:14:44.554805,46,project1,user_2
1443,ready,0,2020-05-05 12:36:25.726506,47,project1,user_2
1445,ready,0,2020-05-05 12:38:23.346539,48,project1,user_2
1447,ready,1,2020-05-05 12:38:36.803616,49,project1,user_4
1449,ready,0,2020-05-05 12:40:15.964746,49,project1,user_2
1451,ready,1,2020-05-05 12:46:44.645926,50,project1,user_2
1453,ready,1,2020-05-05 12:49:36.003011,51,project1,user_2
1455,ready,1,2020-05-05 12:52:38.051580,52,project1,user_2
1457,ready,1,2020-05-05 12:55:55.089647,53,project1,user_2
1459,ready,1,2020-05-05 12:56:32.026683,54,project1,user_2
1461,ready,0,2020-05-05 13:14:34.980330,1,laba06s,user_24
1463,ready,0,2020-05-05 13:19:43.212691,2,laba06s,user_24
1465,ready,0,2020-05-05 13:23:42.892360,3,laba06s,user_24
1467,ready,0,2020-05-05 13:34:14.173130,4,laba06s,user_24
1469,ready,1,2020-05-05 13:34:35.632541,50,project1,user_4
1471,ready,0,2020-05-05 13:49:46.144409,5,laba06s,user_24
1473,ready,0,2020-05-05 13:53:04.709472,6,laba06s,user_24
1475,ready,1,2020-05-05 13:58:12.683763,7,laba06s,user_24
1477,ready,1,2020-05-05 14:39:22.854583,55,project1,user_2
1479,ready,0,2020-05-05 15:42:14.613883,51,project1,user_4
1481,ready,1,2020-05-05 15:44:45.310373,52,project1,user_4
1483,ready,1,2020-05-05 15:52:53.190665,53,project1,user_4
1485,ready,1,2020-05-05 20:29:26.746521,56,project1,user_2
1487,ready,0,2020-05-05 21:35:43.554986,1,project1,user_14
1489,ready,1,2020-05-05 22:11:29.731692,57,project1,user_2
1491,ready,1,2020-05-06 07:24:22.264868,58,project1,user_2
1493,ready,0,2020-05-07 10:41:29.235349,54,project1,user_4
1495,ready,0,2020-05-07 10:47:03.805634,55,project1,user_4
1497,ready,1,2020-05-07 10:48:07.647500,56,project1,user_4
1499,ready,1,2020-05-07 10:54:29.360022,57,project1,user_4
1501,ready,1,2020-05-07 11:08:56.621011,58,project1,user_4
1503,ready,1,2020-05-07 11:11:16.187017,59,project1,user_4
1505,ready,1,2020-05-07 11:12:34.077395,60,project1,user_4
1507,ready,1,2020-05-07 12:49:28.327631,61,project1,user_4
1509,ready,0,2020-05-07 14:13:06.522558,1,project1,user_31
1511,ready,0,2020-05-07 14:51:08.269176,6,project1,user_30
1513,ready,0,2020-05-07 15:12:57.621015,7,project1,user_30
1515,ready,0,2020-05-07 15:17:02.059206,8,project1,user_30
1517,ready,0,2020-05-07 15:20:06.933685,9,project1,user_30
1519,ready,0,2020-05-07 15:27:43.508245,10,project1,user_30
1521,ready,0,2020-05-07 15:30:25.804582,11,project1,user_30
1523,ready,1,2020-05-07 17:12:27.726705,12,project1,user_30
1525,ready,0,2020-05-07 20:38:18.383387,62,project1,user_4
1527,ready,0,2020-05-07 20:46:15.511323,63,project1,user_4
1529,ready,0,2020-05-07 21:02:52.885133,1,project1,user_3
1531,ready,0,2020-05-07 21:13:53.020272,64,project1,user_4
1533,ready,0,2020-05-07 21:23:29.192756,65,project1,user_4
1535,ready,0,2020-05-07 21:31:02.043365,66,project1,user_4
1537,ready,0,2020-05-07 21:35:11.861185,67,project1,user_4
1539,ready,0,2020-05-07 21:37:04.107974,68,project1,user_4
1541,ready,1,2020-05-07 21:40:11.718405,69,project1,user_4
1543,ready,1,2020-05-07 21:55:43.618597,70,project1,user_4
1545,ready,1,2020-05-07 21:59:47.522759,71,project1,user_4
1547,ready,0,2020-05-08 11:10:28.100852,1,project1,user_25
1549,ready,0,2020-05-08 11:55:55.950222,2,project1,user_25
1551,ready,0,2020-05-08 15:28:04.548429,2,project1,user_3
1553,ready,0,2020-05-08 15:32:36.465523,3,project1,user_3
1555,ready,0,2020-05-08 15:40:14.213767,4,project1,user_3
1557,ready,0,2020-05-08 15:40:39.893645,5,project1,user_3
1559,ready,0,2020-05-08 15:44:35.171036,6,project1,user_3
1561,ready,0,2020-05-08 15:51:27.753331,7,project1,user_3
1563,ready,0,2020-05-08 16:03:13.774615,8,project1,user_3
1565,ready,0,2020-05-08 16:04:50.836532,9,project1,user_3
1567,ready,0,2020-05-08 16:40:41.114474,10,project1,user_3
1570,ready,0,2020-05-08 16:52:04.036727,11,project1,user_3
1571,ready,0,2020-05-08 16:52:11.859327,12,project1,user_3
1573,ready,0,2020-05-08 16:53:21.400836,13,project1,user_3
1575,ready,0,2020-05-08 17:05:06.920546,14,project1,user_3
1577,ready,0,2020-05-08 17:07:36.564677,15,project1,user_3
1579,ready,0,2020-05-08 17:08:31.557353,16,project1,user_3
1581,ready,0,2020-05-08 17:22:16.476459,17,project1,user_3
1583,ready,0,2020-05-08 17:40:10.402466,18,project1,user_3
1585,ready,0,2020-05-08 17:41:28.893625,19,project1,user_3
1587,ready,0,2020-05-08 17:42:28.383945,20,project1,user_3
1589,ready,0,2020-05-08 17:43:38.064059,21,project1,user_3
1591,ready,0,2020-05-08 17:49:16.753320,22,project1,user_3
1593,ready,0,2020-05-08 18:02:27.628846,23,project1,user_3
1595,ready,0,2020-05-08 18:59:32.726615,24,project1,user_3
1597,ready,0,2020-05-08 19:03:49.176404,25,project1,user_3
1599,ready,0,2020-05-08 19:04:59.487977,26,project1,user_3
1601,ready,0,2020-05-08 19:06:19.168776,27,project1,user_3
1603,ready,0,2020-05-08 19:10:43.914134,28,project1,user_3
1605,ready,0,2020-05-08 20:14:07.094255,72,project1,user_4
1607,ready,0,2020-05-08 20:16:46.673100,73,project1,user_4
1609,ready,1,2020-05-08 20:23:49.278114,74,project1,user_4
1611,ready,1,2020-05-08 20:32:09.779544,75,project1,user_4
1613,ready,0,2020-05-08 20:35:58.005613,76,project1,user_4
1615,ready,0,2020-05-08 20:38:14.838272,77,project1,user_4
1617,ready,0,2020-05-08 20:40:14.915674,78,project1,user_4
1619,ready,0,2020-05-08 20:43:47.834698,79,project1,user_4
1621,ready,1,2020-05-08 20:45:49.243839,80,project1,user_4
1623,ready,0,2020-05-08 20:55:15.447604,3,project1,user_25
1625,ready,0,2020-05-08 21:22:12.517647,4,project1,user_25
1627,ready,1,2020-05-08 21:51:22.617530,81,project1,user_4
1629,ready,1,2020-05-08 21:53:27.100445,82,project1,user_4
1631,ready,1,2020-05-08 21:55:45.158723,83,project1,user_4
1633,ready,0,2020-05-08 22:01:11.389542,5,project1,user_25
1635,ready,0,2020-05-09 12:10:49.730917,6,project1,user_25
1637,ready,0,2020-05-09 14:48:08.929697,2,project1,user_31
1639,ready,0,2020-05-09 14:48:20.530216,3,project1,user_31
1641,ready,0,2020-05-09 14:50:10.430711,2,project1,user_14
1643,ready,0,2020-05-09 14:51:01.541237,29,project1,user_3
1645,ready,0,2020-05-09 15:05:49.292202,4,project1,user_31
1647,ready,0,2020-05-09 18:27:31.563406,7,project1,user_25
1649,ready,0,2020-05-09 18:55:45.840682,8,project1,user_25
1651,ready,0,2020-05-09 19:03:43.545941,9,project1,user_25
1653,ready,0,2020-05-09 19:06:06.646631,10,project1,user_25
1655,ready,0,2020-05-09 20:05:05.175369,11,project1,user_25
1657,ready,0,2020-05-09 20:53:26.057377,12,project1,user_25
1659,ready,0,2020-05-09 21:13:48.922733,3,project1,user_14
1661,ready,0,2020-05-09 21:17:04.930469,13,project1,user_25
1664,ready,0,2020-05-09 21:25:26.047128,14,project1,user_25
1665,ready,0,2020-05-09 21:25:27.084039,4,project1,user_14
1667,ready,0,2020-05-09 21:27:06.264888,15,project1,user_25
1669,ready,0,2020-05-09 21:31:50.885552,16,project1,user_25
1671,ready,0,2020-05-09 21:42:32.758667,17,project1,user_25
1673,ready,0,2020-05-09 22:10:36.726871,18,project1,user_25
1675,ready,0,2020-05-09 22:13:14.414262,19,project1,user_25
1677,ready,0,2020-05-09 22:13:54.080293,5,project1,user_14
1679,ready,0,2020-05-09 22:15:03.708287,20,project1,user_25
